review_title,review_text,location,review_score,sentiment,v_scores,polarity
Fast service,"Fast service. Really like this stuff - not just as a substitute, but as a drink in its own right.",UK,5,2,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2255}",0.2255
Not for me,"The delivery was speedy, the packaging and design lovely but the product was not to my taste at all. The marketing is excellent but doesn't quite communicate what this product is (how it tastes, what the sensation of that taste is). I bought it expecting something aligned with whiskey because of the way Scotland is a prominent part of the marketing and because of how the bottles look. Don't buy it if that's what you're looking for. It's its own thing and I hope the company finds a way of communicating the qualities of that. Their customer service is excellent and they are clearly passionate about what they're doing. I wish them well and hope they make something for someone like me in future.",UK,2,0,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.9916}",0.9916
Love the drink,Love the drink! Tastes delicious with soda and lime or with tonic.,UK,5,2,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8478}",0.8478
Not what I was expecting,Not what I was expecting. Not to my taste.,UK,1,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
I’m afraid that I did not like…,"Easy to order, Personally I’m afraid that I did not like Feragaia on its own.  I liked it better mixed with Ginger Ale.  I like sweeter drinks. Good to know there are people making new drinks with and without alcohol.",UK,4,2,"{'neg': 0.042, 'neu': 0.679, 'pos': 0.279, 'compound': 0.8977}",0.8977
A far more complex taste than any other…,A far more complex taste than any other non alcoholic option currently in the market.,UK,5,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
As always excellent product,"As always excellent product, delivered quickly and no fuss.",UK,5,2,"{'neg': 0.171, 'neu': 0.543, 'pos': 0.287, 'compound': 0.3612}",0.3612
At last - the BEST non-alcoholic spirit!!!,"At last!!!! A non-alcoholic spirit which actually tastes fantastic! I'd tried all the other obvious ones, Seedlip etc... but Feragaia tops them all! Give it a few goes and experiment with the cocktail booklet - I've tried with blackberries and ginger ale - delicious; fever tree clementine and cinnamon - lush; and just ginger ale - just bought some mint to try some of the others. The first bottle only lasted 2 weeks - virtually no calories too. I dress it up in my gin balloon glass and crave it by the end of the day - but next morning a clear head following a sound sleep. Just ordered 2 more bottles and had a good chat with Jamie when checking how soon they would arrive. Well done - a versatile really good quality drink. It must have taken some passion and commitment to get right. Thank you!",UK,5,2,"{'neg': 0.016, 'neu': 0.764, 'pos': 0.22, 'compound': 0.9894}",0.9894
Top quality,"A top-quality, beautifully presented product with a very sophisticated taste. I am a gin and tonic drinker and have tried this with Indian tonic (good) and Mediterranean tonic (superb). I will be buying again as a way of enjoying an evening drink experience without the alcohol. Well done guys!",UK,5,2,"{'neg': 0.029, 'neu': 0.681, 'pos': 0.29, 'compound': 0.955}",0.955
Stunning product,Stunning product. Deep flavours. 5*,UK,5,2,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.3818}",0.3818
"Yes lovely product,I’m actually just…","Yes lovely product,I’m actually just sipping on one right now really nice",UK,5,2,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.8622}",0.8622
Second bottle,"Second bottle, bigger one this time and being more experimental with the recipes. As both Husband and I enjoy a good whisky when drinking alcohol this definitely hits the mark when having a break from the booze.Tastes great on the rocks or as a longer drink with all the recipes.",UK,5,2,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.9235}",0.9235
A completely unique flavour,"A completely unique flavour, it doesn’t taste like an alcoholic drink at all and has a very strong flavour. I bought it as a gift for my husband and he loves it. I’ll be purchasing again.",UK,4,2,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.9134}",0.9134
Great drink with Ginger Ale,IGNORE TEXT,UK,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
I dislike courgettes and I love ginger,"I dislike courgettes and I love ginger, those are my tastes and I can’t change them. Courgettes are a perfectly decent vegetable, it looks appealing, it’s nutritious, it keeps well not the fridge but just not to my taste, that’s not the courgettes fault so I’d rate it as a vegetable as 5/5.Feragaia is not to my taste, although I did like it better than courgettes. I could appreciate that it had layers of flavour, could see its potential perhaps for cocktails where it’s not the primary flavour, it had a nice colour and a unique smell which all goes into the event that is a post hard day treat. So I think it still deserves a solid 5/5!Delivery was quick, the welcome bonus available via the website was appreciated, arrived in a nice box, email receipt confirm and tracking info helpful especially given I’m in a Royal Mail parcel black hole at the moment.",UK,5,2,"{'neg': 0.018, 'neu': 0.72, 'pos': 0.263, 'compound': 0.9935}",0.9935
Great product and it arrived in record…,Great product and it arrived in record time.,UK,5,2,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249
Feragaia has a real depth and…,"Feragaia has a real depth and complexity to it, I have so far tried it with ginger ale and lots of ice and it is absolutely delicious, you do not lose the Feragaia in the mixer, it shines through.  I am looking forward to trying some of the other suggestions in the beautifully presented little book that came with it.  I highly recommend it!",UK,5,2,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.9191}",0.9191
Great depth of flavour,"Great depth of flavour.  My favourite is with spiced orange ginger ale, a curl of orange and a bay leaf over ice.",UK,5,2,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.6249}",0.6249
Fantastic customer service and the…,Fantastic customer service and the drink was happily received by the recipient. I tried the drink and was very surprised at its complex flavour and would recommend!,UK,5,2,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.9039}",0.9039
Absolutely delicious and so versatile!,Absolutely delicious and so versatile!! We’ve only just received our bottle a few days ago and have already made up a load of different cocktails. A great tipple!,UK,5,2,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.8741}",0.8741
The most delicious drink delivered on…,The most delicious drink delivered on time and as requested.  The way it comes with a lovely leaflet full of ideas of what to mix it with and the way the follow up emails have also suggested ideas shows what a great product and set of people who run it.  I shall be back to order again,UK,5,2,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.9168}",0.9168
Delivery was good and the whiskey 🥃 is…,Delivery was good and the whiskey 🥃 is lovely,UK,5,2,"{'neg': 0.0, 'neu': 0.544, 'pos': 0.456, 'compound': 0.7717}",0.7717
Facebook offers all seem to have…,"Facebook offers all seem to have issues. I was told of £10 offers and yet I had to write about it on facebook to sort it. Which it swiftly was. But I shouldn't have had to, so that's the reason for the 4*. Packaging delightful and easily recyclable.",UK,4,2,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.872}",0.872
Great taste,"Great taste. Not sweet, so you could be drinking a really good gin.Certainly a product I am glad to have tried.Lovely package too.",UK,5,2,"{'neg': 0.078, 'neu': 0.598, 'pos': 0.324, 'compound': 0.8322}",0.8322
My partner loves this drink,"My partner loves this drink, we make mocktails with it and it gives it a really nice depth.",UK,4,2,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.7778}",0.7778
A lovely drink,"A lovely drink! Different from anything I have tried before and particularly nice with tonic. It has got me through dry January, nice and dry, so far.",UK,5,2,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8746}",0.8746
Excellent purchasing and delivery…,"Excellent purchasing and delivery service , and well presented product. However, the product was disappointing and not to our taste but I’m sure will have many followers .",UK,4,2,"{'neg': 0.064, 'neu': 0.728, 'pos': 0.208, 'compound': 0.5789}",0.5789
I really like this,"I really like this, its just like having a long drink. Abit like gin but with a lovely taste. Hard to describe. Definitely will buy more. Thank-you",UK,5,2,"{'neg': 0.044, 'neu': 0.571, 'pos': 0.385, 'compound': 0.9108}",0.9108
So lovely to deal with,"So lovely to deal with , very efficient and super quick delivery. Highly recommended  thank you... X",UK,5,2,"{'neg': 0.0, 'neu': 0.425, 'pos': 0.575, 'compound': 0.9453}",0.9453
Bland kombucha,IGNORE TEXT,UK,1,0,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
I bought a bottle of Feragaia from the…,"I bought a bottle of Feragaia from the Feragaia website and I was constantly updated via email on when it would be delivered, which was really helpful.  When the bottle was delivered it arrived with a really smart little book full of cocktail recipe ideas.  I made one and within half an hour was making another because the first was so delicious.  It is also very good on its own just with ice.  I will definitely be buying another bottle.  My only suggestion to the team would be please can they make some larger bottles as I think I will get through this one very quickly.",UK,5,2,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.9585}",0.9585
Great Service,"Great Service, good delivery, and they kept in touch about availability - all good",UK,5,2,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.872}",0.872
Quick delivery in perfect condition.,IGNORE TEXT,UK,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Game changer,A total game changer . Delicious on the rocks.,UK,5,2,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}",0.5719
Made 5 cocktails and loved them.,"I met Jamie at a wedding a year ago and he told me about Feragaia. I finally got round to ordering a bottle and made 5 of the cocktails for a fun lockdown night in with my family. I made the spiced pear sour, Paloma, wild mojito, winter wanderer and thirst quencher. It was a massive hit. We each liked different ones. I really enjoyed the Paloma. The botanicals come through gently. We'll be ordering another bottle. Great work Jamie.",UK,5,2,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.9501}",0.9501
Very good service but sadly we did not…,Very good service but sadly we did not like the product.,UK,5,2,"{'neg': 0.387, 'neu': 0.486, 'pos': 0.127, 'compound': -0.6449}",-0.6449
A herbal journey,"A good, professional personal service especially in light of the delays with the postal service during COVID - 19. The product itself is delightful, fresh and thousands of flavors which interact with ones taste buds at different moments throughout the tasting experience. For those who do not imbibe in alcohol this is a delightful and exciting product to entertain your guests taste buds with. I congratulate the team on their alchemy expertise.",UK,5,2,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.9661}",0.9661
This is a delicious drink with an adult…,"This is a delicious drink with an adult flavour. Distinctive and flavourful. Ideal for a regular tipple and perfect, also, for dry January. I look forward to drinks time every evening!Well packaged and delivery time was  very good, not excellent compared to a competitor. I say this just to to induce a bit more incentive. I was happy with the order process from start until arrival.Recommended.",UK,4,2,"{'neg': 0.039, 'neu': 0.711, 'pos': 0.25, 'compound': 0.9553}",0.9553
Ideal Captains Hour Tipple,"Very impressed with Feragaia, it’s got the bite and bitterness I was looking for with the opportunity to add sweetness with mixers rather than being overly sweet in itself. Feels like an event to fix a drink with Feragaia. It’s to become a staple Captains Hour tipple on our sailboat adventures.",UK,5,2,"{'neg': 0.042, 'neu': 0.688, 'pos': 0.27, 'compound': 0.9273}",0.9273
Complex and delicious,"The Feragaia arrived perfectly packed and tasted delicious! The perfect non-alcoholic alternative. Tastes complex, special and different and doesn’t get boring as a lot of sweet drinks do. Highly recommended.",UK,5,2,"{'neg': 0.051, 'neu': 0.511, 'pos': 0.438, 'compound': 0.9544}",0.9544
Scottish non alcoholic drink,"I was keen to try this non alcoholic drink, it has been well marketed. Nice presentation. I tried it this evening, it has a fairly distinctive flavour, maybe some sea weed/iodine. I had it with tonic, not sure that’s the best mixer , I’ll try ginger ale with the next glass.",UK,3,1,"{'neg': 0.033, 'neu': 0.772, 'pos': 0.195, 'compound': 0.8637}",0.8637
Great drink,"Great drink, tastes good, goes well with different mixers or on the rocks, super pleased!",UK,5,2,"{'neg': 0.0, 'neu': 0.382, 'pos': 0.618, 'compound': 0.945}",0.945
Great alternative to alcohol,Great alternative for a treat during dry January. Would definitely carry on with this alcohol free drink after dryjan is over! Mixed with tonic and ginger ale.,UK,5,2,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.92}",0.92
Great to try something new.,"It's great to support a new small business with this very interesting spirit.  I'd say it's an acquired taste, and something that will be fun to keep trying with various different mixers - but first impressions have been doubtful.  The cocktail recipe book that comes with the bottle gives all sorts of ideas for varying the drink though, so we shall keep going.  Oh to be able to try this out with friends - when out of lockdown!  Good luck to the team at Feragaia - we need more interesting home grown things to taste - even better when it's not bad for us!",UK,3,1,"{'neg': 0.024, 'neu': 0.696, 'pos': 0.28, 'compound': 0.9855}",0.9855
Feragaia is not trying to be anything else but itself! Superior to any other Alcohol alternative spirit.,"The Feragaia bottle arrived very quickly and safely packaged. It is a very different taste and it took me a couple of evenings to truly appreciate it but I now love it. I personally have it with ginger ale which I prefer to simple tonic water but both can be done. I would certainly recommend it as it has a certain punchiness that many other ""alcohol alternative"" drinks lack. It's not trying to be anything but itself which in my view will be its secret to success. Well done Feragaia and good luck!!",UK,5,2,"{'neg': 0.024, 'neu': 0.67, 'pos': 0.306, 'compound': 0.9872}",0.9872
i have tried other alcohol free drinks…,i have tried other alcohol free drinks but they are all too sweet and have no oomph! Feragaia has a lovely depth and aroma to it. It arrived in some really cleverly designed packaging that added to experience. A fan. xx,UK,5,2,"{'neg': 0.049, 'neu': 0.611, 'pos': 0.34, 'compound': 0.9564}",0.9564
Really tasty,"Really tasty, citrusy, herby non alcoholic spirit that’s hitting the spot at the end of the day during my dry(ish) January. I just have it on ice with some orange peel, but it’s nice with soda or ginger ale as a long drink.",UK,5,2,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.6187}",0.6187
Delicious and great service and story,Delicious and great service and story. I shall be ordering again.,UK,5,2,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.8316}",0.8316
Excellent service and quick delivery,Excellent service and quick delivery. Still working out the perfect mixer but it's very interesting on its own over ice. A nice addition to my alcohol-free collection!,UK,5,2,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.9132}",0.9132
My favourite alcohol-free drink!,"If you don't drink alcohol, try Feragaia.  If you do drink alcohol, still try Feragaia.  That's the beauty of it.  It's super refreshing with a stand out taste - a satisfying 'grown up' drink.",UK,5,2,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.8934}",0.8934
Brilliant Product and People,"The level of communication from the people at Feragaia is superb. I had initially received the wrong sized bottle and this was very quickly rectified. Nothing was an issue. I like this product, it tastes lovely with a variety of tonics (my favourite being the spiced orange Fever Tree) and it is refreshing. I shall definitely be buying more.",UK,5,2,"{'neg': 0.044, 'neu': 0.769, 'pos': 0.187, 'compound': 0.875}",0.875
Great to be able to have a smaller…,"Great to be able to have a smaller bottle to try this for the first time. Beautifully presented and great to have all the information.Looking forward to trying the many varied ways of trying this drink, so far tried Thirst Quencher and Paloma.Many different levels,sharp at the beginning  through to a warming finish.",UK,4,2,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.926}",0.926
Feragaia,"Really lovely company to deal with, super customer service and I really admire the quality of the advertising, packaging etc. they've really put a lot of thought in to it!",UK,4,2,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.9132}",0.9132
Recommended,I have been pleasantly surprised by Feragaia.The taste is exceptional as is the aftertaste.I think ginger ale brings out the best in Feragaia but that may be a personal preference. Certainly recommended.,UK,5,2,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.8555}",0.8555
something new worth trying,Great fast delivery. Lovely packaging & inspiring reciepes. This drink is something different. Great with ginger ale. It gives you the whisky feel as a mixer and also pure without anything ( as I usually drink my whisky). Now as I am a huge fan of single malt. The nose and taste is a bit confusing. My partner loves the taste ( he likes scotch & bourbon ) it but seems to be allergic to it I wonder which ingredients that could be as it seems to be all natural.,UK,5,2,"{'neg': 0.041, 'neu': 0.764, 'pos': 0.195, 'compound': 0.9178}",0.9178
"Fresh, sophisticated and distinctive new drink","Loved the fresh, sophisticated and distinctive taste, perfect with tonic. Ordering was simple, delivery fast and I would definitely recommend this for those seeking a grown up non-alcoholic drink",UK,5,2,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9565}",0.9565
Delicious drink & great experience,"Had never tried a non-alcoholic drink before, and this really surpassed my expectations. The satisfying complexity of flavour meant that this really did feel like an alternative to alcohol. Having finished my first bottle pretty fast, I'll definitely be a repeat customer.",UK,5,2,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.8925}",0.8925
Delicious flavours,"Delicious flavours, a delightful taste experience!",UK,5,2,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.8313}",0.8313
good communication,"good communication, excellent packaging, speedy service. and tha's before i try the product!",UK,5,2,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.784}",0.784
Just so delicious,Just so delicious ! My order arrived super quickly and so well presented. Beautiful bottle and booklet with lots of recipe ideas of how to serve it. We absolutely adore it. I can't recommend it enough.,UK,5,2,"{'neg': 0.041, 'neu': 0.587, 'pos': 0.372, 'compound': 0.9576}",0.9576
Everyone’s tastebuds are different !,Everyone’s tastebuds are different !This one is not for me ! Nice bottle ! Good packaging! Sadly the taste was not to my liking !,UK,1,0,"{'neg': 0.154, 'neu': 0.638, 'pos': 0.209, 'compound': 0.4234}",0.4234
Excellent service and delicious drink,IGNORE TEXT,UK,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Excellent spirit!,Excellent spirit!! Customer service was amazing.,UK,5,2,"{'neg': 0.0, 'neu': 0.235, 'pos': 0.765, 'compound': 0.8684}",0.8684
Much more than the 7pm alternative,"Fantastic. I purchased the smaller bottle as a tester - with tonic, super fresh in flavour and much more than the 7pm alternative I was originally looking for. Great branding and came with a helpful little book of mixer ideas for 12 different drinks, which I am already looking forward to trying. Great work - I’ll be back for more.",UK,5,2,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.9674}",0.9674
Utter Perfection. You must try!,"Such a life saver! I’ve been looking for a sophisticated, delicious and not-too-sweet alcohol-free spirit for ages. Feragaia hits all the right notes, it’s complex, earthy and you can drink it slowly to savour the taste. I find other non-alcoholic drinks are just trying to be something they’re not and leave you dissatisfied; whereas Feragaia is strong and delicious enough to be its own unique spirit. I really look forward to an evening when I have a glass (or two :)) of Feragaia with tonic, bitters and some orange rind. It’s utter perfection - couldn’t recommend it highly enough. Thank you for making it!",UK,5,2,"{'neg': 0.032, 'neu': 0.738, 'pos': 0.23, 'compound': 0.9742}",0.9742
First impressions. Received bottle well packaged with 2…,Received bottle well packaged with 2 soft drinks included to try.First impressions the smell to me is a like a mixture between brandy and whisky but the taste similar to gin depending on what you add. Quite liked the taste very different from what I usually drink. Tried it as doing dry January and had it with coke. Haven’t tried any other of the cocktails/mock tails  from the booklet they included but aim to do so at some point.,UK,5,2,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.7839}",0.7839
Very good idea to include the recipe…,Very good idea to include the recipe book which was well presented and useful,UK,5,2,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.8016}",0.8016
I was glad to have tried the small…,"I was glad to have tried the small trial bottle first.  After all the build-up with your promotion I have to admit I was expecting a sensational drink, or at least something with a bit more ‘poke’. I found it thin & not very aromatic.  The taste wasn’t exciting & only the ginger beer made it a worthwhile drink. ( I haven’t got Covid!) I’m sorry to write negatively about something you’ve obviously put a lot of money into; but you said you wanted an honest appraisal.",UK,3,1,"{'neg': 0.012, 'neu': 0.861, 'pos': 0.127, 'compound': 0.8687}",0.8687
Beautifully packaged and cool image,"Beautifully packaged and cool image. Very expensive for a 50cl bottle. As a non drinker I thought I would give it a try. Yes it does taste nice, it isn't earch shattering though, reminds me of Purdeys.Would I buy again? At this price, no, I think the slick image and product packaging is what you pay for more than the drink.",UK,3,1,"{'neg': 0.02, 'neu': 0.813, 'pos': 0.167, 'compound': 0.8779}",0.8779
Really enjoyed my first taste of…,Really enjoyed my first taste of Feragaia. Great flavours.,UK,5,2,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.8268}",0.8268
Delightful,Delightful. Perfect with either tonic or ginger ale,UK,5,2,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.8176}",0.8176
Feragaia - a discovery,"Congratulations, guys, on setting up a  business in the Borders, particularly one that is innovative and linked to the culture of the place.  Feragaia is most unusual: non-alcoholic but distinctive.  It has a very clean taste, rather like bitters, but it's complex, difficult to analyse.  It lends itself to mixing with citrus and herbs like rosemary.  A friend says he has devised a cocktail with a base of green tea.  Looking forward to trying that and to more recipes, which Jamie tells me will appear on the website.",UK,5,2,"{'neg': 0.047, 'neu': 0.769, 'pos': 0.184, 'compound': 0.9365}",0.9365
What an interesting drink,What an interesting drink! When we first tried the spirit neat both myself and my wife did not take to it straight away however we followed the advice to develop a taste for it and as a mixer with a small amount of lemonade (what we had in) it is a game changer! Like others who have left a review we could have given up on it in the early days and been disappointed but we are extremely happy we experimented with it and look forward to trying other cocktails!,UK,5,2,"{'neg': 0.021, 'neu': 0.832, 'pos': 0.148, 'compound': 0.8937}",0.8937
Fresh taste and beautifully presented,"Product beautifully presented. I quite like the drink - it is fresh and distinctive. It, for me, won’t replace whisky but does provide a great non-alcoholic alternative to alcohol",UK,3,1,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8897}",0.8897
Healthy cocktail treat!,If you want to enjoy a cocktail but want to avoid too much alcohol then Feragaia is perfect. It tastes wonderful and comes with a booklet of cocktail suggestions.,UK,5,2,"{'neg': 0.069, 'neu': 0.567, 'pos': 0.365, 'compound': 0.9001}",0.9001
Thanks Very Much and Happy New Year to…,Thanks Very Much and Happy New Year to All your Colleagues and Families Bill,UK,5,2,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.7823}",0.7823
Tasty,Very tasty and different drink,UK,4,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
I wanted to buy my boss an alcohol free…,"I wanted to buy my boss an alcohol free drink that she hadn't tried. Thanks to your beautiful branding, I picked Feragaia and she was not disappointed! A complex and provocative drink that was really savoured. Service was fantastic and we have since recommended Feragaia to our alcohol free group members. Many thanks",UK,5,2,"{'neg': 0.035, 'neu': 0.652, 'pos': 0.313, 'compound': 0.9598}",0.9598
Excellent marketing,"Excellent marketing, presentation and well done on that. The product itself - well it's just not doing anything for me. I dont know what I was expecting but the aroma was redolent of homeopathic remedies that I occasionally take. I gave it a good go though. I tried all the suggested recipes in the excellent booklet but I could not get past my initial  impression of the product. To be honest i preferred the recipe combinations without the Feregaia added.",UK,5,2,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.9645}",0.9645
The service is great and the bottle…,The service is great and the bottle looks nice but I really don't like the taste. There are other non alcoholic spirits on the market which I much prefer so I'm afraid I won't be buying this again.,UK,3,1,"{'neg': 0.072, 'neu': 0.823, 'pos': 0.105, 'compound': 0.0945}",0.0945
Bringing back wanderlust,"Feragaia, for me, is the opportunity to do things differently without compromising on the cherished aspects of tradition: achieved by the perfect blend of 14 botanicals – so we're told. And I have no doubt about it as the taste is surprisingly rich and indulgingly tangy whilst being refreshing (citrus is quite distinct) and versatile (I loved it with ginger ale) at the same time. While alcohol-free drinks have always been too sweet for my taste or end up being disappointingly bland, Feragaia is not just an alternative you settle for but an after-work (or after breakfast, that's the fun of it...) pleasure in its own right. An alcohol-free spirit seems to be the rational and literally sober choice but the experience of Feragaia is actually far from sobering.Also the customer service was excellent. I made a mistake filling out the form and received immediate help. The package arrived plastic-free and in perfect condition.",UK,5,2,"{'neg': 0.027, 'neu': 0.748, 'pos': 0.225, 'compound': 0.9877}",0.9877
Absolutely exceptional!,"Firstly delivery was exceptionally quick and I ordered in the week leading up to Christmas! Excellently packaged with two taster mixers. However, the absolute highlight is the product itself. Far superior in quality to any other brand we have tried including Seedlip etc. Absolutely delightful taste and excellent that there is a cocktail book that accompanies it to try different mixers. A really grown up non-alcoholic drink for those who would like a tipple or cocktail instead of the usual soft drinks. Cannot recommend highly enough. Will definitely be purchasing more!!",UK,5,2,"{'neg': 0.019, 'neu': 0.76, 'pos': 0.221, 'compound': 0.972}",0.972
The product was delivered very quickly…,The product was delivered very quickly and my husband really likes the taste. Also the handy book of recipes was a great idea,UK,5,2,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.8016}",0.8016
Lovely with dry ginger.,"Having seen it advertised with tonic water that was the first I tried, and I must admit it wasnt to my taste.  Dry ginger however was a game changer...  I love it.  For some reason having seen all the advertisements, I expected a drink with more body to it..,  something warming and comforting, and it doesnt fulfil on that score but its a lovely drink anyway...",UK,4,2,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.8847}",0.8847
Efficient delivery,"Efficient delivery.  I think this is a required taste, quite strong aftertaste.  Please give it a try though - all depends on taste.",UK,3,1,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.8384}",0.8384
Great gin substitute. I love it!!,For anyone who likes gin or Campari but wants something without the alcohol then this is for you. I drink it like a g and t with tonic and a slice of Orange.It has a botanical with hint of citrus taste.I ordered it direct and it was dispatched promptly.I would recommend it,UK,5,2,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.8126}",0.8126
Unique drinking experience,Received my order in super speedy time. I am still exploring this unique drink to find the ideal way to enjoy it!,UK,5,2,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.8955}",0.8955
Great product,"Product is very good, can reccomend it to everyone.The customer service is first class, despite a shortage of staff due to the pandemic, they are quick to answer, polite and professional.",UK,5,2,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.6037}",0.6037
A little bit disappointing.,"I don't drink spirits and I was curious to try Feragaia. I didn't like it drinking it straight, however, when I tried it mixed with ginger beer it turned into quite a nice drink. It's also nice mixed with lemonade. If I were to receive it as a present I would drink it but I don't think I will buy it again.",UK,3,1,"{'neg': 0.024, 'neu': 0.869, 'pos': 0.107, 'compound': 0.5399}",0.5399
Lovely,Cheeky little drink with just a touch of burn to give it the desired adult drink touch. Loving mine with ginger and lots of ice,UK,5,2,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.7184}",0.7184
Product was easy to order and delivered…,"Product was easy to order and delivered promptly. Well wrapped, despite postman accidentally dropping it! Given as gifts, so haven't had any reviews yet.",UK,5,2,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.7452}",0.7452
Very disappointed,"Very disappointed. We have tried lots of the so called non alcoholic spirits and they are all disgusting, tasting somewhere in between dishwater and medicine. After reading the reviews for this one, we thought we'd give it a go as a treat for Christmas. It arrived in good time in a well presented box. We waited until Christmas day to try it and wish we hadn't bothered. It tastes like water with a hint of ginger. Complete waste of money. Just glad we only bought a small bottle.",UK,1,0,"{'neg': 0.091, 'neu': 0.74, 'pos': 0.169, 'compound': 0.7406}",0.7406
This is delicious,"This is delicious - a sophisticated blend of flavours, similar in character to a scotch whisky.  An excellent choice for those who want a ‘grown-up’ non-alcoholic drink.",UK,5,2,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.9062}",0.9062
Brilliant product,IGNORE TEXT,UK,5,2,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612
Definitely the most interesting…,Definitely the most interesting alcoholic free drink I have tasted. Absolutely delicious.,UK,5,2,"{'neg': 0.0, 'neu': 0.376, 'pos': 0.624, 'compound': 0.9224}",0.9224
A very speedy delivery.,A very speedy delivery. Well packaged. Excellent service. Very refreshing taste with tonic.,UK,5,2,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.7239}",0.7239
Great drink,Very efficient delivery. And great drink!,UK,5,2,"{'neg': 0.0, 'neu': 0.348, 'pos': 0.652, 'compound': 0.8169}",0.8169
